vid,date
h17-114.2016,2016-01-07
h30-114.2016,2016-01-08
s2-114.2016,2016-01-12
h42-114.2016,2016-01-12
s5-114.2016,2016-01-21
s8-114.2016,2016-01-28
h46-114.2016,2016-02-01
h47-114.2016,2016-02-01
s12-114.2016,2016-02-02
h48-114.2016,2016-02-02
s10-114.2016,2016-02-02
h58-114.2016,2016-02-03
h61-114.2016,2016-02-03
h59-114.2016,2016-02-03
s17-114.2016,2016-02-04
h64-114.2016,2016-02-09
h65-114.2016,2016-02-10
h68-114.2016,2016-02-10
h72-114.2016,2016-02-11
s22-114.2016,2016-02-11
h79-114.2016,2016-02-12
h81-114.2016,2016-02-12
h89-114.2016,2016-02-25
h100-114.2016,2016-02-26
h101-114.2016,2016-02-26
h94-114.2016,2016-02-26
h98-114.2016,2016-02-26
h104-114.2016,2016-03-01
s28-114.2016,2016-03-02
s30-114.2016,2016-03-02
s29-114.2016,2016-03-02
s31-114.2016,2016-03-03
h106-114.2016,2016-03-03
h111-114.2016,2016-03-14
h113-114.2016,2016-03-14
h123-114.2016,2016-03-15
h120-114.2016,2016-03-15
h125-114.2016,2016-03-16
h132-114.2016,2016-03-22
h136-114.2016,2016-03-23
h152-114.2016,2016-04-15
h153-114.2016,2016-04-18
h159-114.2016,2016-04-20
s56-114.2016,2016-04-20
s57-114.2016,2016-04-21
h164-114.2016,2016-04-26
h167-114.2016,2016-04-27
h177-114.2016,2016-04-28
h179-114.2016,2016-04-29
h178-114.2016,2016-04-29
s66-114.2016,2016-05-09
h180-114.2016,2016-05-10
s70-114.2016,2016-05-11
h185-114.2016,2016-05-11
h182-114.2016,2016-05-11
s68-114.2016,2016-05-11
h184-114.2016,2016-05-11
h191-114.2016,2016-05-13
h193-114.2016,2016-05-13
s72-114.2016,2016-05-16
h199-114.2016,2016-05-17
h208-114.2016,2016-05-18
h204-114.2016,2016-05-18
h209-114.2016,2016-05-18
h211-114.2016,2016-05-18
h206-114.2016,2016-05-18
h221-114.2016,2016-05-19
h225-114.2016,2016-05-19
h227-114.2016,2016-05-19
h226-114.2016,2016-05-19
s81-114.2016,2016-05-19
h237-114.2016,2016-05-24
h232-114.2016,2016-05-24
h231-114.2016,2016-05-24
h249-114.2016,2016-05-25
h250-114.2016,2016-05-25
h261-114.2016,2016-05-25
h262-114.2016,2016-05-25
h246-114.2016,2016-05-25
h268-114.2016,2016-05-26
h266-114.2016,2016-05-26
s91-114.2016,2016-06-07
h271-114.2016,2016-06-07
s90-114.2016,2016-06-07
h280-114.2016,2016-06-08
h278-114.2016,2016-06-08
s96-114.2016,2016-06-09
h287-114.2016,2016-06-09
h288-114.2016,2016-06-09
h286-114.2016,2016-06-09
h289-114.2016,2016-06-10
h296-114.2016,2016-06-10
s97-114.2016,2016-06-10
h291-114.2016,2016-06-10
h297-114.2016,2016-06-13
s99-114.2016,2016-06-14
h329-114.2016,2016-06-16
h308-114.2016,2016-06-16
h332-114.2016,2016-06-16
h323-114.2016,2016-06-16
h313-114.2016,2016-06-16
h331-114.2016,2016-06-16
h316-114.2016,2016-06-16
h306-114.2016,2016-06-16
h322-114.2016,2016-06-16
h333-114.2016,2016-06-16
h318-114.2016,2016-06-16
s103-114.2016,2016-06-20
h336-114.2016,2016-06-21
s108-114.2016,2016-06-22
h339-114.2016,2016-06-23
s109-114.2016,2016-06-23
s111-114.2016,2016-06-27
s113-114.2016,2016-06-29
s114-114.2016,2016-06-29
h347-114.2016,2016-07-05
h361-114.2016,2016-07-06
h369-114.2016,2016-07-06
h359-114.2016,2016-07-06
s118-114.2016,2016-07-06
h355-114.2016,2016-07-06
s121-114.2016,2016-07-06
h354-114.2016,2016-07-06
h351-114.2016,2016-07-06
h374-114.2016,2016-07-06
h366-114.2016,2016-07-06
h386-114.2016,2016-07-07
h396-114.2016,2016-07-07
h403-114.2016,2016-07-11
h401-114.2016,2016-07-11
h419-114.2016,2016-07-12
h408-114.2016,2016-07-12
h428-114.2016,2016-07-12
h429-114.2016,2016-07-12
h411-114.2016,2016-07-12
h417-114.2016,2016-07-12
h430-114.2016,2016-07-12
h412-114.2016,2016-07-12
h443-114.2016,2016-07-13
h449-114.2016,2016-07-13
h464-114.2016,2016-07-13
h435-114.2016,2016-07-13
h463-114.2016,2016-07-13
s127-114.2016,2016-07-13
h439-114.2016,2016-07-13
h447-114.2016,2016-07-13
s134-114.2016,2016-07-14
h470-114.2016,2016-07-14
h466-114.2016,2016-07-14
h473-114.2016,2016-07-14
s131-114.2016,2016-07-14
h477-114.2016,2016-07-14
s135-114.2016,2016-09-06
h479-114.2016,2016-09-06
h486-114.2016,2016-09-07
h481-114.2016,2016-09-07
h493-114.2016,2016-09-08
h494-114.2016,2016-09-09
h496-114.2016,2016-09-12
h500-114.2016,2016-09-13
s140-114.2016,2016-09-14
s139-114.2016,2016-09-14
h507-114.2016,2016-09-14
h516-114.2016,2016-09-14
h505-114.2016,2016-09-14
s142-114.2016,2016-09-15
h522-114.2016,2016-09-20
h533-114.2016,2016-09-21
h527-114.2016,2016-09-21
h524-114.2016,2016-09-21
h541-114.2016,2016-09-21
h525-114.2016,2016-09-21
h528-114.2016,2016-09-21
h538-114.2016,2016-09-21
h548-114.2016,2016-09-22
h542-114.2016,2016-09-22
